db,record,label,sample,signal_id,train_label,file_name
afdb,06995,AFIB,54,2,A,afdb_06995_147.npy
afdb,06995,AFIB,55,2,A,afdb_06995_148.npy
afdb,06995,AFIB,56,2,A,afdb_06995_149.npy
afdb,06995,AFIB,57,2,A,afdb_06995_150.npy
afdb,06995,AFIB,58,2,A,afdb_06995_151.npy
afdb,06995,AFIB,59,2,A,afdb_06995_152.npy
afdb,06995,AFIB,60,2,A,afdb_06995_153.npy
afdb,06995,AFIB,61,2,A,afdb_06995_154.npy
afdb,06995,AFIB,62,2,A,afdb_06995_155.npy
afdb,06995,AFIB,63,2,A,afdb_06995_156.npy
afdb,06995,AFIB,64,2,A,afdb_06995_157.npy
afdb,06995,AFIB,65,2,A,afdb_06995_158.npy
afdb,06995,AFIB,66,2,A,afdb_06995_159.npy
afdb,06995,AFIB,67,2,A,afdb_06995_160.npy
afdb,06995,AFIB,68,2,A,afdb_06995_161.npy
afdb,06995,AFIB,69,2,A,afdb_06995_162.npy
afdb,06995,AFIB,70,2,A,afdb_06995_163.npy
afdb,06995,AFIB,71,2,A,afdb_06995_164.npy
afdb,06995,AFIB,72,2,A,afdb_06995_165.npy
afdb,06995,AFIB,73,2,A,afdb_06995_166.npy
afdb,06995,AFIB,74,2,A,afdb_06995_167.npy
afdb,06995,AFIB,75,2,A,afdb_06995_168.npy
afdb,06995,AFIB,76,2,A,afdb_06995_169.npy
afdb,06995,AFIB,77,2,A,afdb_06995_170.npy
afdb,06995,AFIB,78,2,A,afdb_06995_171.npy
afdb,06995,AFIB,79,2,A,afdb_06995_172.npy
afdb,06995,AFIB,80,2,A,afdb_06995_173.npy
afdb,06995,AFIB,81,2,A,afdb_06995_174.npy
afdb,06995,AFIB,82,2,A,afdb_06995_175.npy
afdb,06995,AFIB,83,2,A,afdb_06995_176.npy
afdb,06995,AFIB,84,2,A,afdb_06995_177.npy
afdb,06995,AFIB,85,2,A,afdb_06995_178.npy
afdb,06995,AFIB,86,2,A,afdb_06995_179.npy
afdb,06995,AFIB,87,2,A,afdb_06995_180.npy
afdb,06995,AFIB,88,2,A,afdb_06995_181.npy
afdb,06995,AFIB,89,2,A,afdb_06995_182.npy
afdb,06995,AFIB,90,2,A,afdb_06995_183.npy
afdb,06995,AFIB,91,2,A,afdb_06995_184.npy
afdb,06995,AFIB,92,2,A,afdb_06995_185.npy
afdb,06995,AFL,0,1,O,afdb_06995_186.npy
afdb,06995,AFL,0,2,O,afdb_06995_187.npy
afdb,06995,AFIB,0,1,A,afdb_06995_188.npy
afdb,06995,AFIB,0,2,A,afdb_06995_189.npy
afdb,06995,AFL,0,1,O,afdb_06995_190.npy
afdb,06995,AFL,0,2,O,afdb_06995_191.npy
afdb,06995,AFIB,0,1,A,afdb_06995_192.npy
afdb,06995,AFIB,0,2,A,afdb_06995_193.npy
afdb,06995,AFIB,0,1,A,afdb_06995_194.npy
afdb,06995,AFIB,0,2,A,afdb_06995_195.npy
afdb,06995,AFIB,0,1,A,afdb_06995_196.npy
afdb,06995,AFIB,0,2,A,afdb_06995_197.npy
afdb,06995,AFIB,0,1,A,afdb_06995_198.npy
afdb,06995,AFIB,1,1,A,afdb_06995_199.npy
afdb,06995,AFIB,2,1,A,afdb_06995_200.npy
afdb,06995,AFIB,3,1,A,afdb_06995_201.npy
afdb,06995,AFIB,4,1,A,afdb_06995_202.npy
afdb,06995,AFIB,5,1,A,afdb_06995_203.npy
afdb,06995,AFIB,6,1,A,afdb_06995_204.npy
afdb,06995,AFIB,7,1,A,afdb_06995_205.npy
afdb,06995,AFIB,8,1,A,afdb_06995_206.npy
afdb,06995,AFIB,9,1,A,afdb_06995_207.npy
afdb,06995,AFIB,10,1,A,afdb_06995_208.npy
afdb,06995,AFIB,11,1,A,afdb_06995_209.npy
afdb,06995,AFIB,12,1,A,afdb_06995_210.npy
afdb,06995,AFIB,13,1,A,afdb_06995_211.npy
afdb,06995,AFIB,14,1,A,afdb_06995_212.npy
afdb,06995,AFIB,15,1,A,afdb_06995_213.npy
afdb,06995,AFIB,16,1,A,afdb_06995_214.npy
afdb,06995,AFIB,17,1,A,afdb_06995_215.npy
afdb,06995,AFIB,18,1,A,afdb_06995_216.npy
afdb,06995,AFIB,19,1,A,afdb_06995_217.npy
afdb,06995,AFIB,20,1,A,afdb_06995_218.npy
afdb,06995,AFIB,21,1,A,afdb_06995_219.npy
afdb,06995,AFIB,22,1,A,afdb_06995_220.npy
afdb,06995,AFIB,23,1,A,afdb_06995_221.npy
afdb,06995,AFIB,24,1,A,afdb_06995_222.npy
afdb,06995,AFIB,25,1,A,afdb_06995_223.npy
afdb,06995,AFIB,26,1,A,afdb_06995_224.npy
afdb,06995,AFIB,27,1,A,afdb_06995_225.npy
afdb,06995,AFIB,28,1,A,afdb_06995_226.npy
afdb,06995,AFIB,29,1,A,afdb_06995_227.npy
afdb,06995,AFIB,30,1,A,afdb_06995_228.npy
afdb,06995,AFIB,31,1,A,afdb_06995_229.npy
afdb,06995,AFIB,32,1,A,afdb_06995_230.npy
afdb,06995,AFIB,33,1,A,afdb_06995_231.npy
afdb,06995,AFIB,34,1,A,afdb_06995_232.npy
afdb,06995,AFIB,35,1,A,afdb_06995_233.npy
afdb,06995,AFIB,36,1,A,afdb_06995_234.npy
afdb,06995,AFIB,37,1,A,afdb_06995_235.npy
afdb,06995,AFIB,38,1,A,afdb_06995_236.npy
afdb,06995,AFIB,39,1,A,afdb_06995_237.npy
afdb,06995,AFIB,40,1,A,afdb_06995_238.npy
afdb,06995,AFIB,41,1,A,afdb_06995_239.npy
afdb,06995,AFIB,42,1,A,afdb_06995_240.npy
afdb,06995,AFIB,43,1,A,afdb_06995_241.npy
afdb,06995,AFIB,44,1,A,afdb_06995_242.npy
afdb,06995,AFIB,45,1,A,afdb_06995_243.npy
afdb,06995,AFIB,46,1,A,afdb_06995_244.npy
afdb,06995,AFIB,47,1,A,afdb_06995_245.npy
afdb,06995,AFIB,48,1,A,afdb_06995_246.npy
afdb,06995,AFIB,49,1,A,afdb_06995_247.npy
afdb,06995,AFIB,50,1,A,afdb_06995_248.npy
afdb,06995,AFIB,51,1,A,afdb_06995_249.npy
afdb,06995,AFIB,52,1,A,afdb_06995_250.npy
afdb,06995,AFIB,53,1,A,afdb_06995_251.npy
afdb,06995,AFIB,54,1,A,afdb_06995_252.npy
afdb,06995,AFIB,55,1,A,afdb_06995_253.npy
afdb,06995,AFIB,56,1,A,afdb_06995_254.npy
afdb,06995,AFIB,57,1,A,afdb_06995_255.npy
afdb,06995,AFIB,58,1,A,afdb_06995_256.npy
afdb,06995,AFIB,59,1,A,afdb_06995_257.npy
afdb,06995,AFIB,60,1,A,afdb_06995_258.npy
afdb,06995,AFIB,61,1,A,afdb_06995_259.npy
afdb,06995,AFIB,62,1,A,afdb_06995_260.npy
afdb,06995,AFIB,63,1,A,afdb_06995_261.npy
afdb,06995,AFIB,64,1,A,afdb_06995_262.npy
afdb,06995,AFIB,65,1,A,afdb_06995_263.npy
afdb,06995,AFIB,66,1,A,afdb_06995_264.npy
afdb,06995,AFIB,67,1,A,afdb_06995_265.npy
afdb,06995,AFIB,68,1,A,afdb_06995_266.npy
afdb,06995,AFIB,69,1,A,afdb_06995_267.npy
afdb,06995,AFIB,70,1,A,afdb_06995_268.npy
afdb,06995,AFIB,71,1,A,afdb_06995_269.npy
afdb,06995,AFIB,72,1,A,afdb_06995_270.npy
afdb,06995,AFIB,73,1,A,afdb_06995_271.npy
afdb,06995,AFIB,74,1,A,afdb_06995_272.npy
afdb,06995,AFIB,75,1,A,afdb_06995_273.npy
afdb,06995,AFIB,76,1,A,afdb_06995_274.npy
afdb,06995,AFIB,77,1,A,afdb_06995_275.npy
afdb,06995,AFIB,78,1,A,afdb_06995_276.npy
afdb,06995,AFIB,79,1,A,afdb_06995_277.npy
afdb,06995,AFIB,80,1,A,afdb_06995_278.npy
afdb,06995,AFIB,81,1,A,afdb_06995_279.npy
afdb,06995,AFIB,82,1,A,afdb_06995_280.npy
afdb,06995,AFIB,83,1,A,afdb_06995_281.npy
afdb,06995,AFIB,84,1,A,afdb_06995_282.npy
afdb,06995,AFIB,85,1,A,afdb_06995_283.npy
afdb,06995,AFIB,86,1,A,afdb_06995_284.npy
afdb,06995,AFIB,87,1,A,afdb_06995_285.npy
afdb,06995,AFIB,88,1,A,afdb_06995_286.npy
afdb,06995,AFIB,89,1,A,afdb_06995_287.npy
afdb,06995,AFIB,90,1,A,afdb_06995_288.npy
afdb,06995,AFIB,91,1,A,afdb_06995_289.npy
afdb,06995,AFIB,92,1,A,afdb_06995_290.npy
afdb,06995,AFIB,93,1,A,afdb_06995_291.npy
afdb,06995,AFIB,94,1,A,afdb_06995_292.npy
afdb,06995,AFIB,95,1,A,afdb_06995_293.npy
afdb,06995,AFIB,96,1,A,afdb_06995_294.npy
afdb,06995,AFIB,97,1,A,afdb_06995_295.npy
afdb,06995,AFIB,98,1,A,afdb_06995_296.npy
afdb,06995,AFIB,99,1,A,afdb_06995_297.npy
afdb,06995,AFIB,100,1,A,afdb_06995_298.npy
afdb,06995,AFIB,101,1,A,afdb_06995_299.npy
afdb,06995,AFIB,102,1,A,afdb_06995_300.npy
afdb,06995,AFIB,103,1,A,afdb_06995_301.npy
afdb,06995,AFIB,104,1,A,afdb_06995_302.npy
afdb,06995,AFIB,105,1,A,afdb_06995_303.npy
afdb,06995,AFIB,106,1,A,afdb_06995_304.npy
afdb,06995,AFIB,107,1,A,afdb_06995_305.npy
afdb,06995,AFIB,108,1,A,afdb_06995_306.npy
afdb,06995,AFIB,109,1,A,afdb_06995_307.npy
afdb,06995,AFIB,110,1,A,afdb_06995_308.npy
afdb,06995,AFIB,111,1,A,afdb_06995_309.npy
afdb,06995,AFIB,112,1,A,afdb_06995_310.npy
afdb,06995,AFIB,113,1,A,afdb_06995_311.npy
afdb,06995,AFIB,114,1,A,afdb_06995_312.npy
afdb,06995,AFIB,115,1,A,afdb_06995_313.npy
afdb,06995,AFIB,116,1,A,afdb_06995_314.npy
afdb,06995,AFIB,117,1,A,afdb_06995_315.npy
afdb,06995,AFIB,118,1,A,afdb_06995_316.npy
afdb,06995,AFIB,119,1,A,afdb_06995_317.npy
afdb,06995,AFIB,120,1,A,afdb_06995_318.npy
afdb,06995,AFIB,121,1,A,afdb_06995_319.npy
afdb,06995,AFIB,122,1,A,afdb_06995_320.npy
afdb,06995,AFIB,123,1,A,afdb_06995_321.npy
afdb,06995,AFIB,124,1,A,afdb_06995_322.npy
afdb,06995,AFIB,125,1,A,afdb_06995_323.npy
afdb,06995,AFIB,126,1,A,afdb_06995_324.npy
afdb,06995,AFIB,127,1,A,afdb_06995_325.npy
afdb,06995,AFIB,128,1,A,afdb_06995_326.npy
afdb,06995,AFIB,129,1,A,afdb_06995_327.npy
afdb,06995,AFIB,130,1,A,afdb_06995_328.npy
afdb,06995,AFIB,131,1,A,afdb_06995_329.npy
afdb,06995,AFIB,132,1,A,afdb_06995_330.npy
afdb,06995,AFIB,133,1,A,afdb_06995_331.npy
afdb,06995,AFIB,134,1,A,afdb_06995_332.npy
afdb,06995,AFIB,135,1,A,afdb_06995_333.npy
afdb,06995,AFIB,136,1,A,afdb_06995_334.npy
afdb,06995,AFIB,137,1,A,afdb_06995_335.npy
afdb,06995,AFIB,138,1,A,afdb_06995_336.npy
afdb,06995,AFIB,139,1,A,afdb_06995_337.npy
afdb,06995,AFIB,140,1,A,afdb_06995_338.npy
afdb,06995,AFIB,141,1,A,afdb_06995_339.npy
afdb,06995,AFIB,142,1,A,afdb_06995_340.npy
afdb,06995,AFIB,143,1,A,afdb_06995_341.npy
afdb,06995,AFIB,144,1,A,afdb_06995_342.npy
afdb,06995,AFIB,145,1,A,afdb_06995_343.npy
afdb,06995,AFIB,146,1,A,afdb_06995_344.npy
afdb,06995,AFIB,147,1,A,afdb_06995_345.npy
afdb,06995,AFIB,148,1,A,afdb_06995_346.npy
afdb,06995,AFIB,149,1,A,afdb_06995_347.npy
afdb,06995,AFIB,150,1,A,afdb_06995_348.npy
afdb,06995,AFIB,151,1,A,afdb_06995_349.npy
afdb,06995,AFIB,152,1,A,afdb_06995_350.npy
afdb,06995,AFIB,153,1,A,afdb_06995_351.npy
afdb,06995,AFIB,154,1,A,afdb_06995_352.npy
afdb,06995,AFIB,155,1,A,afdb_06995_353.npy
afdb,06995,AFIB,156,1,A,afdb_06995_354.npy
afdb,06995,AFIB,157,1,A,afdb_06995_355.npy
afdb,06995,AFIB,158,1,A,afdb_06995_356.npy
afdb,06995,AFIB,159,1,A,afdb_06995_357.npy
afdb,06995,AFIB,160,1,A,afdb_06995_358.npy
afdb,06995,AFIB,161,1,A,afdb_06995_359.npy
afdb,06995,AFIB,162,1,A,afdb_06995_360.npy
afdb,06995,AFIB,163,1,A,afdb_06995_361.npy
afdb,06995,AFIB,164,1,A,afdb_06995_362.npy
afdb,06995,AFIB,165,1,A,afdb_06995_363.npy
afdb,06995,AFIB,166,1,A,afdb_06995_364.npy
afdb,06995,AFIB,167,1,A,afdb_06995_365.npy
afdb,06995,AFIB,168,1,A,afdb_06995_366.npy
afdb,06995,AFIB,169,1,A,afdb_06995_367.npy
afdb,06995,AFIB,170,1,A,afdb_06995_368.npy
afdb,06995,AFIB,171,1,A,afdb_06995_369.npy
afdb,06995,AFIB,172,1,A,afdb_06995_370.npy
afdb,06995,AFIB,173,1,A,afdb_06995_371.npy
afdb,06995,AFIB,174,1,A,afdb_06995_372.npy
afdb,06995,AFIB,175,1,A,afdb_06995_373.npy
afdb,06995,AFIB,176,1,A,afdb_06995_374.npy
afdb,06995,AFIB,177,1,A,afdb_06995_375.npy
afdb,06995,AFIB,178,1,A,afdb_06995_376.npy
afdb,06995,AFIB,179,1,A,afdb_06995_377.npy
afdb,06995,AFIB,180,1,A,afdb_06995_378.npy
afdb,06995,AFIB,181,1,A,afdb_06995_379.npy
afdb,06995,AFIB,182,1,A,afdb_06995_380.npy
afdb,06995,AFIB,183,1,A,afdb_06995_381.npy
afdb,06995,AFIB,184,1,A,afdb_06995_382.npy
afdb,06995,AFIB,185,1,A,afdb_06995_383.npy
afdb,06995,AFIB,186,1,A,afdb_06995_384.npy
afdb,06995,AFIB,187,1,A,afdb_06995_385.npy
afdb,06995,AFIB,188,1,A,afdb_06995_386.npy
afdb,06995,AFIB,189,1,A,afdb_06995_387.npy
afdb,06995,AFIB,190,1,A,afdb_06995_388.npy
afdb,06995,AFIB,191,1,A,afdb_06995_389.npy
afdb,06995,AFIB,192,1,A,afdb_06995_390.npy
afdb,06995,AFIB,193,1,A,afdb_06995_391.npy
afdb,06995,AFIB,194,1,A,afdb_06995_392.npy
afdb,06995,AFIB,195,1,A,afdb_06995_393.npy
afdb,06995,AFIB,0,2,A,afdb_06995_394.npy
afdb,06995,AFIB,1,2,A,afdb_06995_395.npy
afdb,06995,AFIB,2,2,A,afdb_06995_396.npy
afdb,06995,AFIB,3,2,A,afdb_06995_397.npy
afdb,06995,AFIB,4,2,A,afdb_06995_398.npy
afdb,06995,AFIB,5,2,A,afdb_06995_399.npy
afdb,06995,AFIB,6,2,A,afdb_06995_400.npy
afdb,06995,AFIB,7,2,A,afdb_06995_401.npy
afdb,06995,AFIB,8,2,A,afdb_06995_402.npy
afdb,06995,AFIB,9,2,A,afdb_06995_403.npy
afdb,06995,AFIB,10,2,A,afdb_06995_404.npy
afdb,06995,AFIB,11,2,A,afdb_06995_405.npy
afdb,06995,AFIB,12,2,A,afdb_06995_406.npy
afdb,06995,AFIB,13,2,A,afdb_06995_407.npy
afdb,06995,AFIB,14,2,A,afdb_06995_408.npy
afdb,06995,AFIB,15,2,A,afdb_06995_409.npy
afdb,06995,AFIB,16,2,A,afdb_06995_410.npy
afdb,06995,AFIB,17,2,A,afdb_06995_411.npy
afdb,06995,AFIB,18,2,A,afdb_06995_412.npy
afdb,06995,AFIB,19,2,A,afdb_06995_413.npy
afdb,06995,AFIB,20,2,A,afdb_06995_414.npy
afdb,06995,AFIB,21,2,A,afdb_06995_415.npy
afdb,06995,AFIB,22,2,A,afdb_06995_416.npy
afdb,06995,AFIB,23,2,A,afdb_06995_417.npy
afdb,06995,AFIB,24,2,A,afdb_06995_418.npy
afdb,06995,AFIB,25,2,A,afdb_06995_419.npy
afdb,06995,AFIB,26,2,A,afdb_06995_420.npy
afdb,06995,AFIB,27,2,A,afdb_06995_421.npy
afdb,06995,AFIB,28,2,A,afdb_06995_422.npy
afdb,06995,AFIB,29,2,A,afdb_06995_423.npy
afdb,06995,AFIB,30,2,A,afdb_06995_424.npy
afdb,06995,AFIB,31,2,A,afdb_06995_425.npy
afdb,06995,AFIB,32,2,A,afdb_06995_426.npy
afdb,06995,AFIB,33,2,A,afdb_06995_427.npy
afdb,06995,AFIB,34,2,A,afdb_06995_428.npy
afdb,06995,AFIB,35,2,A,afdb_06995_429.npy
afdb,06995,AFIB,36,2,A,afdb_06995_430.npy
afdb,06995,AFIB,37,2,A,afdb_06995_431.npy
afdb,06995,AFIB,38,2,A,afdb_06995_432.npy
afdb,06995,AFIB,39,2,A,afdb_06995_433.npy
afdb,06995,AFIB,40,2,A,afdb_06995_434.npy
afdb,06995,AFIB,41,2,A,afdb_06995_435.npy
afdb,06995,AFIB,42,2,A,afdb_06995_436.npy
afdb,06995,AFIB,43,2,A,afdb_06995_437.npy
afdb,06995,AFIB,44,2,A,afdb_06995_438.npy
afdb,06995,AFIB,45,2,A,afdb_06995_439.npy
afdb,06995,AFIB,46,2,A,afdb_06995_440.npy
afdb,06995,AFIB,47,2,A,afdb_06995_441.npy
afdb,06995,AFIB,48,2,A,afdb_06995_442.npy
afdb,06995,AFIB,49,2,A,afdb_06995_443.npy
afdb,06995,AFIB,50,2,A,afdb_06995_444.npy
afdb,06995,AFIB,51,2,A,afdb_06995_445.npy
afdb,06995,AFIB,52,2,A,afdb_06995_446.npy
afdb,06995,AFIB,53,2,A,afdb_06995_447.npy
afdb,06995,AFIB,54,2,A,afdb_06995_448.npy
afdb,06995,AFIB,55,2,A,afdb_06995_449.npy
afdb,06995,AFIB,56,2,A,afdb_06995_450.npy
afdb,06995,AFIB,57,2,A,afdb_06995_451.npy
afdb,06995,AFIB,58,2,A,afdb_06995_452.npy
afdb,06995,AFIB,59,2,A,afdb_06995_453.npy
afdb,06995,AFIB,60,2,A,afdb_06995_454.npy
afdb,06995,AFIB,61,2,A,afdb_06995_455.npy
afdb,06995,AFIB,62,2,A,afdb_06995_456.npy
afdb,06995,AFIB,63,2,A,afdb_06995_457.npy
afdb,06995,AFIB,64,2,A,afdb_06995_458.npy
afdb,06995,AFIB,65,2,A,afdb_06995_459.npy
afdb,06995,AFIB,66,2,A,afdb_06995_460.npy
afdb,06995,AFIB,67,2,A,afdb_06995_461.npy
afdb,06995,AFIB,68,2,A,afdb_06995_462.npy
afdb,06995,AFIB,69,2,A,afdb_06995_463.npy
afdb,06995,AFIB,70,2,A,afdb_06995_464.npy
